source,query_label,title,authors,year,journal,doi,url,abstract
PubMed,liver_ultrasound_segmentation_dl,Automated fatty liver disease detection in point-of-care ultrasound B-mode images.,"Ibrahim, Miriam Naim; Blázquez-García, Raul; Lightstone, Adi; Meng, Fankun; Bhat, Mamatha et al.",2023,"Journal of medical imaging (Bellingham, Wash.)",10.3748/wjg.v25.i11.1307,https://pubmed.ncbi.nlm.nih.gov/37284231/,"PURPOSE: Non-alcoholic fatty liver disease (NAFLD) is an increasing global health concern, with a prevalence of 25% worldwide. The rising incidence of NAFLD, an asymptomatic condition, reinforces the need for systematic screening strategies in primary care. We present the use of non-expert acquired point-of-care ultrasound (POCUS) B-mode images for the development of an automated steatosis classification algorithm. APPROACH: We obtained a Health Insurance Portability and Accountability Act compliant dataset consisting of 478 patients [body mass index  RESULTS: On a hold-out test set of 81 patients, the final DenseNet-121 model yielded an area under the receiver operator characteristic curve of 90.1%, sensitivity of 95.0%, and specificity of 85.2% for the detection of liver steatosis. Average cross-validation performance in models using patches of liver parenchyma as input outperformed methods using complete B-mode frames. CONCLUSIONS: Despite minimal POCUS acquisition training, and low-quality B-mode images, it is possible to detect steatosis using DL algorithms. Implementation of this algorithm in POCUS software may offer an accessible, low-cost steatosis screening technology, for use by non-expert health care personnel."
PubMed,liver_ultrasound_segmentation_dl,Improving artificial intelligence pipeline for liver malignancy diagnosis using ultrasound images and video frames.,"Xu, Yiming; Zheng, Bowen; Liu, Xiaohong; Wu, Tao; Ju, Jinxiu et al.",2023,Briefings in bioinformatics,10.1093/bib/bbac569,https://pubmed.ncbi.nlm.nih.gov/36575566/,"Recent developments of deep learning methods have demonstrated their feasibility in liver malignancy diagnosis using ultrasound (US) images. However, most of these methods require manual selection and annotation of US images by radiologists, which limit their practical application. On the other hand, US videos provide more comprehensive morphological information about liver masses and their relationships with surrounding structures than US images, potentially leading to a more accurate diagnosis. Here, we developed a fully automated artificial intelligence (AI) pipeline to imitate the workflow of radiologists for detecting liver masses and diagnosing liver malignancy. In this pipeline, we designed an automated mass-guided strategy that used segmentation information to direct diagnostic models to focus on liver masses, thus increasing diagnostic accuracy. The diagnostic models based on US videos utilized bi-directional convolutional long short-term memory modules with an attention-boosted module to learn and fuse spatiotemporal information from consecutive video frames. Using a large-scale dataset of 50 063 US images and video frames from 11 468 patients, we developed and tested the AI pipeline and investigated its applications. A dataset of annotated US images is available at https://doi.org/10.5281/zenodo.7272660."
PubMed,data_efficiency_liver_ultrasound,Noninvasive Prediction of Ki-67 Expression in Hepatocellular Carcinoma Using Machine Learning-Based Ultrasomics: A Multicenter Study.,"Zhang, Linlin; Duan, Shaobo; Qi, Qinghua; Li, Qian; Ren, Shanshan et al.",2023,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,10.1002/jum.16126,https://pubmed.ncbi.nlm.nih.gov/36412932/,"OBJECTIVES: To investigate the ability of ultrasomics to predict Ki-67 expression in hepatocellular carcinoma (HCC). METHODS: A total of 244 patients from three hospitals were retrospectively recruited (training dataset, n = 168; test dataset, n = 43; and validation dataset, n = 33). Lesion segmentation of the ultrasound images was performed manually by two radiologists. In total, 1409 ultrasomics features were extracted. Feature selection was conducted using the intra-class correlation coefficient, variance threshold, mutual information, and recursive feature elimination plus eXtreme Gradient Boosting. The support vector machine was combined with the learning curve and grid search parameter tuning to construct the clinical, ultrasomics, and combined models. The predictive performance of the models was assessed using the area under the receiver operating characteristic curve (AUC), sensitivity, specificity and accuracy. RESULTS: The ultrasomics model performed well on the training, test, and validation datasets. The AUC (95% confidence interval [CI]) for these datasets were 0.955 (0.912-0.981), 0.861 (0.721-0.947), and 0.665 (0.480-0.819), respectively. The combination of ultrasomics and clinical features significantly improved model performance on all three datasets. The AUC (95% CI), sensitivity, specificity, and accuracy were 0.986 (0.955-0.998), 0.973, 0.840, and 0.869 on the training dataset; 0.871 (0.734-0.954), 0.750, 0.829, and 0.814 on the test dataset; and 0.742 (0.560-0.878), 0.714, 0.808, and 0.788 on the validation dataset, respectively. CONCLUSIONS: Ultrasomics was proved to be a potential noninvasive method to predict Ki-67 expression in HCC."
PubMed,liver_ultrasound_segmentation_dl,A Deep Learning Approach for Liver and Tumor Segmentation in CT Images Using ResUNet.,"Rahman, Hameedur; Bukht, Tanvir Fatima Naik; Imran, Azhar; Tariq, Junaid; Tu, Shanshan et al.",2022,"Bioengineering (Basel, Switzerland)",10.1016/j.artmed.2017.03.008,https://pubmed.ncbi.nlm.nih.gov/36004893/,"According to the most recent estimates from global cancer statistics for 2020, liver cancer is the ninth most common cancer in women. Segmenting the liver is difficult, and segmenting the tumor from the liver adds some difficulty. After a sample of liver tissue is taken, imaging tests, such as magnetic resonance imaging (MRI), computer tomography (CT), and ultrasound (US), are used to segment the liver and liver tumor. Due to overlapping intensity and variability in the position and shape of soft tissues, segmentation of the liver and tumor from computed abdominal tomography images based on shade gray or shapes is undesirable. This study proposed a more efficient method for segmenting liver and tumors from CT image volumes using a hybrid ResUNet model, combining the ResNet and UNet models to address this gap. The two overlapping models were primarily used in this study to segment the liver and for region of interest (ROI) assessment. Segmentation of the liver is done to examine the liver with an abdominal CT image volume. The proposed model is based on CT volume slices of patients with liver tumors and evaluated on the public 3D dataset IRCADB01. Based on the experimental analysis, the true value accuracy for liver segmentation was found to be approximately 99.55%, 97.85%, and 98.16%. The authentication rate of the dice coefficient also increased, indicating that the experiment went well and that the model is ready to use for the detection of liver tumors."
PubMed,liver_ultrasound_segmentation_dl,Deep Learning Algorithms in the Automatic Segmentation of Liver Lesions in Ultrasound Investigations.,"Mămuleanu, Mădălin; Urhuț, Cristiana Marinela; Săndulescu, Larisa Daniela; Kamal, Constantin; Pătrașcu, Ana-Maria et al.",2022,"Life (Basel, Switzerland)",10.1055/s-0029-1245851,https://pubmed.ncbi.nlm.nih.gov/36431012/,"BACKGROUND: The ultrasound is one of the most used medical imaging investigations worldwide. It is non-invasive and effective in assessing liver tumors or other types of parenchymal changes. METHODS: The aim of the study was to build a deep learning model for image segmentation in ultrasound video investigations. The dataset used in the study was provided by the University of Medicine and Pharmacy Craiova, Romania and contained 50 video examinations from 49 patients. The mean age of the patients in the cohort was 69.57. Regarding presence of a subjacent liver disease, 36.73% had liver cirrhosis and 16.32% had chronic viral hepatitis (5 patients: chronic hepatitis C and 3 patients: chronic hepatitis B). Frames were extracted and cropped from each examination and an expert gastroenterologist labelled the lesions in each frame. After labelling, the labels were exported as binary images. A deep learning segmentation model (U-Net) was trained with focal Tversky loss as a loss function. Two models were obtained with two different sets of parameters for the loss function. The performance metrics observed were intersection over union and recall and precision. RESULTS: Analyzing the intersection over union metric, the first segmentation model obtained performed better compared to the second model: 0.8392 (model 1) vs. 0.7990 (model 2). The inference time for both models was between 32.15 milliseconds and 77.59 milliseconds. CONCLUSIONS: Two segmentation models were obtained in the study. The models performed similarly during training and validation. However, one model was trained to focus on hard-to-predict labels. The proposed segmentation models can represent a first step in automatically extracting time-intensity curves from CEUS examinations."
PubMed,liver_ultrasound_segmentation_dl,Deep learning for image-based liver analysis - A comprehensive review focusing on malignant lesions.,"Survarachakan, Shanmugapriya; Prasad, Pravda Jith Ray; Naseem, Rabia; Pérez de Frutos, Javier; Kumar, Rahul Prasanna et al.",2022,Artificial intelligence in medicine,10.1016/j.artmed.2022.102331,https://pubmed.ncbi.nlm.nih.gov/35809970/,"Deep learning-based methods, in particular, convolutional neural networks and fully convolutional networks are now widely used in the medical image analysis domain. The scope of this review focuses on the analysis using deep learning of focal liver lesions, with a special interest in hepatocellular carcinoma and metastatic cancer; and structures like the parenchyma or the vascular system. Here, we address several neural network architectures used for analyzing the anatomical structures and lesions in the liver from various imaging modalities such as computed tomography, magnetic resonance imaging and ultrasound. Image analysis tasks like segmentation, object detection and classification for the liver, liver vessels and liver lesions are discussed. Based on the qualitative search, 91 papers were filtered out for the survey, including journal publications and conference proceedings. The papers reviewed in this work are grouped into eight categories based on the methodologies used. By comparing the evaluation metrics, hybrid models performed better for both the liver and the lesion segmentation tasks, ensemble classifiers performed better for the vessel segmentation tasks and combined approach performed better for both the lesion classification and detection tasks. The performance was measured based on the Dice score for the segmentation, and accuracy for the classification and detection tasks, which are the most commonly used metrics."
PubMed,liver_ultrasound_segmentation_dl,Multimodal Imaging under Artificial Intelligence Algorithm for the Diagnosis of Liver Cancer and Its Relationship with Expressions of EZH2 and p57.,"Zhang, Yamin; Cui, Jie; Wan, Wei; Liu, Jinpeng",2022,Computational intelligence and neuroscience,10.3389/fncom.2019.00044,https://pubmed.ncbi.nlm.nih.gov/35321452/,"OBJECTIVE: It aimed to explore the diagnostic efficacy of multimodal ultrasound images based on mask region with convolutional neural network (M-RCNN) segmentation algorithm for small liver cancer and analyze the expression of zeste gene enhancer homolog 2 (EZH2) and p57 (P57 Kip2) genes in cancer cells. METHODS: A total of 100 patients suspected of small liver cancer were randomly divided into Doppler group (color Doppler ultrasound examination), contrast group (contrast ultrasound examination), elastic group (ultrasound elastography examination), and multimodal group (combined examination of the three methods), with 25 patients in each group. Images were processed by the M-RCNN segmentation algorithm. The results of the pathological biopsy were used to evaluate the diagnostic efficacy of the four methods. The liver tissues were then extracted and divided into observation group 1 (lesion tissue specimen), observation group 2 (liver tissue around cancer lesion), and control group (normal liver tissue), and the expression activities of EZH2 and p57 genes in the three groups were analyzed. RESULTS: The accuracy of M-RCNN (97.23%) and average precision (AP) (71.90%) were higher than other methods ( CONCLUSIONS: M-RCNN segmentation algorithm had a better segmentation effect. Multimodal ultrasound had a good effect on the benign and malignant diagnosis of small liver cancer and had a high clinical application value. The high expression of EZH2 and the decreased expression of p57 can promote the occurrence of small hepatocellular carcinoma, and the deficiency of the P57 gene was related to the low differentiation of cancer cells."
PubMed,liver_ultrasound_segmentation_dl,A deep learning approach for 2D ultrasound and 3D CT/MR image registration in liver tumor ablation.,"Wei, Wei; Haishan, Xu; Alpers, Julian; Rak, Marko; Hansen, Christian",2021,Computer methods and programs in biomedicine,10.1016/j.cmpb.2021.106117,https://pubmed.ncbi.nlm.nih.gov/34022696/,"BACKGROUND AND OBJECTIVE: Liver tumor ablation is often guided by ultrasound (US). Due to poor image quality, intraoperative US is fused with preoperative computed tomography or magnetic tomography (CT/MR) images to provide visual guidance. As of today, the underlying 2D US to 3D CT/MR registration problem remains a very challenging task. METHODS: We propose a novel pipeline to address this registration problem. Contrary to previous work, we do not formulate the problem as a regression task, which - for the given registration problem - achieves a low performance regarding accuracy and robustness due to the limited US soft-tissue contrast and the inter-patient variability on liver vessels. Instead, we first estimate the US probe angle roughly by using a classification network. Given this coarse initialization, we then improve the registration by formulation of the problem as a segmentation task, estimating the US plane in the 3D CT/MR through segmentation. RESULTS: We benchmark our approach on 1035 clinical images from 52 patients, yielding average registration errors of 11.6 CONCLUSION: Our results show the efficiency of the proposed registration pipeline, which has potential to improve the robustness and accuracy of intraoperative patient registration."
PubMed,liver_ultrasound_segmentation_dl,ASU-Net++: A nested U-Net with adaptive feature extractions for liver tumor segmentation.,"Gao, Qinhan; Almekkawy, Mohamed",2021,Computers in biology and medicine,10.1016/j.compbiomed.2021.104688,https://pubmed.ncbi.nlm.nih.gov/34523421/,"Locating tumors from medical images is of high importance in medical analysis and diagnosis. To tackle the complicated shape of tumors, we propose a multi-leves.l feature extraction neural network to automatically segment the data. Our proposed model is trained and tested with one liver tumor ultrasound and two CT datasets. We employ ++, a collaborative model that uses modified nested U-Net, as our backbone. The model is integrated with dilated dense short skip connections within convolution blocks to further improve the gradient flow and feature preservation. In addition, we modify the original Atrous Spatial Pyramid Pooling (ASPP) to an adaptive pooling structure for better compatibility with nested U-Net. Adaptive ASPP is designed to extract features from different levels and cover the increasing range of feature extraction with regard to the depth of the nested network. Our model showed its advantage in accurately segmenting different tumor sizes with complex edges and was able to generalize with small and diverse datasets. We further improved our model with the newly introduced AdaBelief optimizer and achieved a faster convergence rate. Segmentation results showed that the proposed model outperformed multiple network structures, and achieved a 0.9153 dice coefficient for the ultrasound dataset, a 0.9413 and a 0.9246 dice coefficient for the two CT datasets."
PubMed,liver_ultrasound_segmentation_dl,Joint segmentation and classification of hepatic lesions in ultrasound images using deep learning.,"Ryu, Hwaseong; Shin, Seung Yeon; Lee, Jae Young; Lee, Kyoung Mu; Kang, Hyo-Jin et al.",2021,European radiology,10.1007/s13369-016-2387-9,https://pubmed.ncbi.nlm.nih.gov/33881566/,"OBJECTIVES: To develop a convolutional neural network system to jointly segment and classify a hepatic lesion selected by user clicks in ultrasound images. METHODS: In total, 4309 anonymized ultrasound images of 3873 patients with hepatic cyst (n = 1214), hemangioma (n = 1220), metastasis (n = 1001), or hepatocellular carcinoma (HCC) (n = 874) were collected and annotated. The images were divided into 3909 training and 400 test images. Our network is composed of one shared encoder and two inference branches used for segmentation and classification and takes the concatenation of an input image and two Euclidean distance maps of foreground and background clicks provided by a user as input. The performance of hepatic lesion segmentation was evaluated based on the Jaccard index (JI), and the performance of classification was based on accuracy, sensitivity, specificity, and the area under the receiver operating characteristic curve (AUROC). RESULTS: We achieved performance improvements by jointly conducting segmentation and classification. In the segmentation only system, the mean JI was 68.5%. In the classification only system, the accuracy of classifying four types of hepatic lesions was 79.8%. The mean JI and classification accuracy were 68.5% and 82.2%, respectively, for the proposed joint system. The optimal sensitivity and specificity and the AUROC of classifying benign and malignant hepatic lesions of the joint system were 95.0%, 86.0%, and 0.970, respectively. The respective sensitivity, specificity, and the AUROC for classifying four hepatic lesions of the joint system were 86.7%, 89.7%, and 0.947. CONCLUSIONS: The proposed joint system exhibited fair performance compared to segmentation only and classification only systems. KEY POINTS: • The joint segmentation and classification system using deep learning accurately segmented and classified hepatic lesions selected by user clicks in US examination. • The joint segmentation and classification system for hepatic lesions in US images exhibited higher performance than segmentation only and classification only systems. • The joint segmentation and classification system could assist radiologists with minimal experience in US imaging by characterizing hepatic lesions."
PubMed,liver_ultrasound_segmentation_dl,Detection and Monitoring of Thermal Lesions Induced by Microwave Ablation Using Ultrasound Imaging and Convolutional Neural Networks.,"Zhang, Siyuan; Wu, Shan; Shang, Shaoqiang; Qin, Xuewei; Jia, Xin et al.",2020,IEEE journal of biomedical and health informatics,10.1109/JBHI.2019.2939810,https://pubmed.ncbi.nlm.nih.gov/31502996/,"Microwave ablation (MWA) for cancer treatment is frequently monitored by ultrasound (US) B-mode imaging in the clinic, which often fails due to the low intrinsic contrast between the thermal lesion and normal tissue. Deep learning, especially convolutional neural network (CNN), has shown significant improvements in medical image analysis. Here, we propose and evaluate an US imaging based on a CNN architecture for the detection and monitoring of thermal lesions induced by MWA in porcine livers. Unlike dealing with images in many visual object recognition tasks, US radiofrequency (RF) data backscattered from the ablated region were utilized to capture features related to the thermal lesion. The dataset comprised of 1640 US RF envelope data matrices and their corresponding gross-pathology images, and were utilized for training and testing. After envelope detection, US B-mode, segmentation results based on CNN (SI"
PubMed,liver_ultrasound_segmentation_dl,Estimating 3-dimensional liver motion using deep learning and 2-dimensional ultrasound images.,"Yagasaki, Shiho; Koizumi, Norihiro; Nishiyama, Yu; Kondo, Ryosuke; Imaizumi, Tsubasa et al.",2020,International journal of computer assisted radiology and surgery,10.1007/s11548-020-02265-1,https://pubmed.ncbi.nlm.nih.gov/33009985/,"PURPOSE: The main purpose of this study is to construct a system to track the tumor position during radiofrequency ablation (RFA) treatment. Existing tumor tracking systems are designed to track a tumor in a two-dimensional (2D) ultrasound (US) image. As a result, the three-dimensional (3D) motion of the organs cannot be accommodated and the ablation area may be lost. In this study, we propose a method for estimating the 3D movement of the liver as a preliminary system for tumor tracking. Additionally, in current 3D movement estimation systems, the motion of different structures during RFA could reduce the tumor visibility in US images. Therefore, we also aim to improve the estimation of the 3D movement of the liver by improving the liver segmentation. We propose a novel approach to estimate the relative 6-axial movement (x, y, z, roll, pitch, and yaw) between the liver and the US probe in order to estimate the overall movement of the liver. METHOD: We used a convolutional neural network (CNN) to estimate the 3D displacement from two-dimensional US images. In addition, to improve the accuracy of the estimation, we introduced a segmentation map of the liver region as the input for the regression network. Specifically, we improved the extraction accuracy of the liver region by using a bi-directional convolutional LSTM U-Net with densely connected convolutions (BCDU-Net). RESULTS: By using BCDU-Net, the accuracy of the segmentation was dramatically improved, and as a result, the accuracy of the movement estimation was also improved. The mean absolute error for the out-of-plane direction was 0.0645 mm/frame. CONCLUSION: The experimental results show the effectiveness of our novel method to identify the movement of the liver by BCDU-Net and CNN. Precise segmentation of the liver by BCDU-Net also contributes to enhancing the performance of the liver movement estimation."
Arxiv,liver_ultrasound_segmentation_dl,Shape Detection In 2D Ultrasound Images,Ruturaj Gole; Haixia Wu; Subho Ghose,2019,arXiv preprint,,http://arxiv.org/abs/1911.09863v1,"Ultrasound images are one of the most widely used techniques in clinical settings to analyze and detect different organs for study or diagnoses of diseases. The dependence on subjective opinions of experts such as radiologists calls for an automatic recognition and detection system that can provide an objective analysis. Previous work done on this topic is limited and can be classified by the organ of interest. Hybrid neural networks, linear and logistic regression models, 3D reconstructed models, and various machine learning techniques have been used to solve complex problems such as detection of lesions and cancer. Our project aims to use Dual Path Networks (DPN) to segment and detect shapes in ultrasound images taken from 3D printed models of the liver. Further the DPN deep architectures could be coupled with Fully Convolutional Network (FCN) to refine the results. Data denoised with various filters would be used to gauge how they fare against each other and provide the best results"
